experiment_id,scenario_id,replication,seed,policy,run_kind,total_cost,transport_cost,reroute_cost,expedite_cost,holding_cost,backlog_cost,late_cost,terminal_cost,same_day_fill_rate,final_fulfilment_rate,ending_backlog_units,backlog_unit_days,late_delivered_units,late_delivery_rate,average_lateness_days_weighted,reroute_count,expedite_count,expedited_units,decision_count,invalid_action_rate,abstention_rate,fallback_rate,mean_decision_latency_ms,days_to_clear_backlog_after_shock,terminated_with_unresolved_state
light_port_disruption_comparison,primary_port_partial_capacity,1,1043,heuristic,UNDISRUPTED,171417.000000,26080.000000,0.000000,0.000000,1304.000000,99033.000000,0.000000,45000.000000,0.000000,0.708114,500,33011,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,1,1043,heuristic,DISRUPTED,171417.000000,26080.000000,0.000000,0.000000,1304.000000,99033.000000,0.000000,45000.000000,0.000000,0.708114,500,33011,0,0.000000,0.000000,0,0,0,16,0.000000,0.000000,0.000000,0.005633,,True
light_port_disruption_comparison,primary_port_partial_capacity,1,1043,llm_agent,UNDISRUPTED,171417.000000,26080.000000,0.000000,0.000000,1304.000000,99033.000000,0.000000,45000.000000,0.000000,0.708114,500,33011,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,1,1043,llm_agent,DISRUPTED,172697.000000,26080.000000,1280.000000,0.000000,1304.000000,99033.000000,0.000000,45000.000000,0.000000,0.708114,500,33011,0,0.000000,0.000000,16,0,0,16,0.000000,0.000000,0.000000,2591.035156,,True
light_port_disruption_comparison,primary_port_partial_capacity,2,1044,heuristic,UNDISRUPTED,122565.000000,26400.000000,0.000000,0.000000,1308.000000,66447.000000,60.000000,28350.000000,0.000000,0.800759,315,22149,40,0.018519,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,2,1044,heuristic,DISRUPTED,122565.000000,26400.000000,0.000000,0.000000,1308.000000,66447.000000,60.000000,28350.000000,0.000000,0.800759,315,22149,40,0.018519,1.000000,0,0,0,16,0.000000,0.000000,0.000000,0.009242,,True
light_port_disruption_comparison,primary_port_partial_capacity,2,1044,llm_agent,UNDISRUPTED,122565.000000,26400.000000,0.000000,0.000000,1308.000000,66447.000000,60.000000,28350.000000,0.000000,0.800759,315,22149,40,0.018519,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,2,1044,llm_agent,DISRUPTED,123765.000000,26400.000000,1200.000000,0.000000,1308.000000,66447.000000,60.000000,28350.000000,0.000000,0.800759,315,22149,40,0.018519,1.000000,15,0,0,16,0.000000,0.000000,0.000000,2484.331745,,True
light_port_disruption_comparison,primary_port_partial_capacity,3,1045,heuristic,UNDISRUPTED,132856.000000,26080.000000,0.000000,0.000000,1308.000000,74508.000000,0.000000,30960.000000,0.000000,0.786600,344,24836,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,3,1045,heuristic,DISRUPTED,133756.000000,26080.000000,0.000000,0.000000,1308.000000,75348.000000,60.000000,30960.000000,0.000000,0.786600,344,25116,40,0.018519,1.000000,0,0,0,29,0.000000,0.000000,0.000000,0.006102,,True
light_port_disruption_comparison,primary_port_partial_capacity,3,1045,llm_agent,UNDISRUPTED,132856.000000,26080.000000,0.000000,0.000000,1308.000000,74508.000000,0.000000,30960.000000,0.000000,0.786600,344,24836,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,3,1045,llm_agent,DISRUPTED,135476.000000,27080.000000,1760.000000,400.000000,1308.000000,73908.000000,60.000000,30960.000000,0.000000,0.786600,344,24636,40,0.018519,1.000000,22,1,40,29,0.000000,0.000000,0.000000,2588.826369,,True
light_port_disruption_comparison,primary_port_partial_capacity,4,1046,heuristic,UNDISRUPTED,123926.000000,26080.000000,0.000000,0.000000,1300.000000,68466.000000,0.000000,28080.000000,0.000000,0.800000,312,22822,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,4,1046,heuristic,DISRUPTED,123926.000000,26080.000000,0.000000,0.000000,1300.000000,68466.000000,0.000000,28080.000000,0.000000,0.800000,312,22822,0,0.000000,0.000000,0,0,0,14,0.000000,0.000000,0.000000,0.009098,,True
light_port_disruption_comparison,primary_port_partial_capacity,4,1046,llm_agent,UNDISRUPTED,123926.000000,26080.000000,0.000000,0.000000,1300.000000,68466.000000,0.000000,28080.000000,0.000000,0.800000,312,22822,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,4,1046,llm_agent,DISRUPTED,124886.000000,26080.000000,960.000000,0.000000,1300.000000,68466.000000,0.000000,28080.000000,0.000000,0.800000,312,22822,0,0.000000,0.000000,12,0,0,14,0.000000,0.000000,0.000000,2600.845429,,True
light_port_disruption_comparison,primary_port_partial_capacity,5,1047,heuristic,UNDISRUPTED,134870.000000,26080.000000,0.000000,0.000000,1312.000000,75438.000000,0.000000,32040.000000,0.000000,0.774541,356,25146,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,5,1047,heuristic,DISRUPTED,134870.000000,26080.000000,0.000000,0.000000,1312.000000,75438.000000,0.000000,32040.000000,0.000000,0.774541,356,25146,0,0.000000,0.000000,0,0,0,16,0.000000,0.000000,0.000000,0.006898,,True
light_port_disruption_comparison,primary_port_partial_capacity,5,1047,llm_agent,UNDISRUPTED,134870.000000,26080.000000,0.000000,0.000000,1312.000000,75438.000000,0.000000,32040.000000,0.000000,0.774541,356,25146,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,5,1047,llm_agent,DISRUPTED,135470.000000,27080.000000,640.000000,400.000000,1312.000000,73998.000000,0.000000,32040.000000,0.000000,0.774541,356,24666,0,0.000000,0.000000,8,1,40,15,0.000000,0.000000,0.000000,2482.112994,,True
light_port_disruption_comparison,primary_port_partial_capacity,6,1048,heuristic,UNDISRUPTED,119402.000000,26080.000000,0.000000,0.000000,1312.000000,64740.000000,0.000000,27270.000000,0.000000,0.808591,303,21580,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,6,1048,heuristic,DISRUPTED,119402.000000,26080.000000,0.000000,0.000000,1312.000000,64740.000000,0.000000,27270.000000,0.000000,0.808591,303,21580,0,0.000000,0.000000,0,0,0,12,0.000000,0.000000,0.000000,0.010139,,True
light_port_disruption_comparison,primary_port_partial_capacity,6,1048,llm_agent,UNDISRUPTED,119402.000000,26080.000000,0.000000,0.000000,1312.000000,64740.000000,0.000000,27270.000000,0.000000,0.808591,303,21580,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,6,1048,llm_agent,DISRUPTED,120362.000000,26080.000000,960.000000,0.000000,1312.000000,64740.000000,0.000000,27270.000000,0.000000,0.808591,303,21580,0,0.000000,0.000000,12,0,0,12,0.000000,0.000000,0.000000,2662.264573,,True
light_port_disruption_comparison,primary_port_partial_capacity,7,1049,heuristic,UNDISRUPTED,122696.000000,26080.000000,0.000000,0.000000,1312.000000,66954.000000,0.000000,28350.000000,0.000000,0.799746,315,22318,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,7,1049,heuristic,DISRUPTED,122696.000000,26080.000000,0.000000,0.000000,1312.000000,66954.000000,0.000000,28350.000000,0.000000,0.799746,315,22318,0,0.000000,0.000000,0,0,0,12,0.000000,0.000000,0.000000,0.007837,,True
light_port_disruption_comparison,primary_port_partial_capacity,7,1049,llm_agent,UNDISRUPTED,122696.000000,26080.000000,0.000000,0.000000,1312.000000,66954.000000,0.000000,28350.000000,0.000000,0.799746,315,22318,0,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,,True
light_port_disruption_comparison,primary_port_partial_capacity,7,1049,llm_agent,DISRUPTED,123576.000000,26080.000000,880.000000,0.000000,1312.000000,66954.000000,0.000000,28350.000000,0.000000,0.799746,315,22318,0,0.000000,0.000000,11,0,0,12,0.000000,0.000000,0.000000,2468.995472,,True
