experiment_id,scenario_id,replication,policy,run_kind,day,inventory_units,backlog_units,shipments_at_node,shipments_in_transit,shipments_delivered,daily_demand_units,daily_same_day_fulfilled_units,daily_backlog_fulfilled_units,daily_transport_cost,daily_reroute_cost,daily_expedite_cost,daily_holding_cost,daily_backlog_cost,daily_late_cost,cumulative_total_cost,active_shock_ids
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,21,0,386,0,14,7,39,0,40,600.000000,0.000000,0.000000,0.000000,1158.000000,0.000000,1758.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,22,0,379,0,14,8,33,0,40,600.000000,0.000000,0.000000,0.000000,1137.000000,0.000000,3495.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,23,0,380,0,14,9,41,0,40,600.000000,0.000000,0.000000,0.000000,1140.000000,0.000000,5235.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,24,0,375,0,14,10,35,0,40,600.000000,0.000000,0.000000,0.000000,1125.000000,0.000000,6960.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,25,0,378,0,14,11,43,0,40,480.000000,0.000000,0.000000,0.000000,1134.000000,0.000000,8574.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,26,0,387,0,14,12,49,0,40,720.000000,0.000000,0.000000,0.000000,1161.000000,0.000000,10455.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,27,0,431,0,15,12,44,0,0,600.000000,0.000000,0.000000,0.000000,1293.000000,0.000000,12348.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,28,0,399,0,14,14,48,0,80,600.000000,0.000000,0.000000,0.000000,1197.000000,0.000000,14145.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,29,0,390,0,14,15,31,0,40,600.000000,0.000000,0.000000,0.000000,1170.000000,0.000000,15915.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,30,0,397,0,14,16,47,0,40,600.000000,0.000000,0.000000,0.000000,1191.000000,0.000000,17706.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,31,0,406,0,14,17,49,0,40,600.000000,0.000000,0.000000,0.000000,1218.000000,0.000000,19524.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,32,0,411,0,14,18,45,0,40,600.000000,0.000000,0.000000,0.000000,1233.000000,0.000000,21357.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,33,0,426,0,14,19,55,0,40,600.000000,0.000000,0.000000,0.000000,1278.000000,0.000000,23235.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,34,0,432,0,14,20,46,0,40,600.000000,0.000000,0.000000,0.000000,1296.000000,0.000000,25131.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,35,0,439,0,14,21,47,0,40,600.000000,0.000000,0.000000,0.000000,1317.000000,0.000000,27048.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,36,0,439,0,14,22,40,0,40,600.000000,0.000000,0.000000,0.000000,1317.000000,0.000000,28965.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,37,0,435,0,14,23,36,0,40,600.000000,0.000000,0.000000,0.000000,1305.000000,0.000000,30870.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,38,0,443,0,14,24,48,0,40,480.000000,0.000000,0.000000,0.000000,1329.000000,0.000000,32679.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,39,0,455,0,14,25,52,0,40,720.000000,0.000000,0.000000,0.000000,1365.000000,0.000000,34764.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,40,0,502,0,15,25,47,0,0,600.000000,0.000000,0.000000,0.000000,1506.000000,0.000000,36870.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,41,0,463,0,14,27,41,0,80,600.000000,0.000000,0.000000,0.000000,1389.000000,0.000000,38859.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,42,0,467,0,14,28,44,0,40,600.000000,0.000000,0.000000,0.000000,1401.000000,0.000000,40860.000000,
heavy_port_disruption_comparison,primary_port_extended_closure_with_congestion,1,heuristic,UNDISRUPTED,43,0,465,0,14,29,38,0,40,600.000000,0.000000,0.000000,0.000000,1395.000000,0.000000,42855.000000,
