replication,seed,heuristic_undisrupted_cost,heuristic_disrupted_cost,heuristic_tcd,llm_undisrupted_cost,llm_disrupted_cost,llm_tcd,delta,winner
63,1105,147767.000000,153827.000000,6060.000000,147767.000000,149947.000000,2180.000000,-3880.000000,LLM
64,1106,141210.000000,147150.000000,5940.000000,141210.000000,143350.000000,2140.000000,-3800.000000,LLM
65,1107,149586.000000,155646.000000,6060.000000,149586.000000,151846.000000,2260.000000,-3800.000000,LLM
66,1108,120771.000000,129171.000000,8400.000000,120771.000000,124551.000000,3780.000000,-4620.000000,LLM
67,1109,158014.000000,164074.000000,6060.000000,158094.000000,160354.000000,2260.000000,-3800.000000,LLM
68,1110,145769.000000,151709.000000,5940.000000,145769.000000,147829.000000,2060.000000,-3880.000000,LLM
69,1111,129007.000000,135067.000000,6060.000000,129007.000000,131267.000000,2260.000000,-3800.000000,LLM
70,1112,115714.000000,122194.000000,6480.000000,115714.000000,118014.000000,2300.000000,-4180.000000,LLM
71,1113,127933.000000,133993.000000,6060.000000,127933.000000,130113.000000,2180.000000,-3880.000000,LLM
72,1114,138315.000000,144375.000000,6060.000000,138315.000000,140575.000000,2260.000000,-3800.000000,LLM
73,1115,131413.000000,137113.000000,5700.000000,131413.000000,133233.000000,1820.000000,-3880.000000,LLM
74,1116,126787.000000,132847.000000,6060.000000,126787.000000,128967.000000,2180.000000,-3880.000000,LLM
75,1117,142461.000000,148401.000000,5940.000000,142541.000000,144521.000000,1980.000000,-3960.000000,LLM
76,1118,156203.000000,162143.000000,5940.000000,156203.000000,158263.000000,2060.000000,-3880.000000,LLM
77,1119,134162.000000,139982.000000,5820.000000,134242.000000,136182.000000,1940.000000,-3880.000000,LLM
78,1120,134922.000000,140862.000000,5940.000000,134922.000000,137062.000000,2140.000000,-3800.000000,LLM
79,1121,126335.000000,132635.000000,6300.000000,126335.000000,128475.000000,2140.000000,-4160.000000,LLM
80,1122,158923.000000,164863.000000,5940.000000,158923.000000,161063.000000,2140.000000,-3800.000000,LLM
81,1123,126739.000000,132559.000000,5820.000000,126739.000000,128759.000000,2020.000000,-3800.000000,LLM
82,1124,137772.000000,143712.000000,5940.000000,137772.000000,139832.000000,2060.000000,-3880.000000,LLM
83,1125,146822.000000,152762.000000,5940.000000,146822.000000,148962.000000,2140.000000,-3800.000000,LLM
84,1126,143358.000000,149298.000000,5940.000000,143358.000000,145498.000000,2140.000000,-3800.000000,LLM
85,1127,136877.000000,142817.000000,5940.000000,136877.000000,138937.000000,2060.000000,-3880.000000,LLM
86,1128,131530.000000,139570.000000,8040.000000,131530.000000,133710.000000,2180.000000,-5860.000000,LLM
87,1129,130111.000000,135931.000000,5820.000000,130111.000000,132051.000000,1940.000000,-3880.000000,LLM
88,1130,140049.000000,145869.000000,5820.000000,140049.000000,141989.000000,1940.000000,-3880.000000,LLM
89,1131,142561.000000,148501.000000,5940.000000,142561.000000,144621.000000,2060.000000,-3880.000000,LLM
90,1132,141019.000000,147079.000000,6060.000000,141019.000000,144499.000000,3480.000000,-2580.000000,LLM
91,1133,137307.000000,143787.000000,6480.000000,137307.000000,139447.000000,2140.000000,-4340.000000,LLM
92,1134,151158.000000,156978.000000,5820.000000,151158.000000,154278.000000,3120.000000,-2700.000000,LLM
93,1135,140322.000000,146262.000000,5940.000000,140322.000000,142382.000000,2060.000000,-3880.000000,LLM
94,1136,135816.000000,141636.000000,5820.000000,135816.000000,137756.000000,1940.000000,-3880.000000,LLM
95,1137,131021.000000,136841.000000,5820.000000,131021.000000,133161.000000,2140.000000,-3680.000000,LLM
96,1138,138209.000000,143729.000000,5520.000000,138209.000000,140049.000000,1840.000000,-3680.000000,LLM
97,1139,124631.000000,130571.000000,5940.000000,124631.000000,126811.000000,2180.000000,-3760.000000,LLM
98,1140,127076.000000,133016.000000,5940.000000,127076.000000,129136.000000,2060.000000,-3880.000000,LLM
99,1141,126428.000000,132488.000000,6060.000000,126508.000000,128768.000000,2260.000000,-3800.000000,LLM
100,1142,135923.000000,141743.000000,5820.000000,135923.000000,137943.000000,2020.000000,-3800.000000,LLM
