replication,seed,heuristic_undisrupted_cost,heuristic_disrupted_cost,heuristic_tcd,llm_undisrupted_cost,llm_disrupted_cost,llm_tcd,delta,winner
1,1043,171417.000000,171417.000000,0.000000,171417.000000,172457.000000,1040.000000,1040.000000,HEURISTIC
2,1044,122565.000000,123465.000000,900.000000,122565.000000,124585.000000,2020.000000,1120.000000,HEURISTIC
3,1045,132856.000000,132856.000000,0.000000,132856.000000,133736.000000,880.000000,880.000000,HEURISTIC
4,1046,123926.000000,123926.000000,0.000000,123926.000000,125046.000000,1120.000000,1120.000000,HEURISTIC
5,1047,134870.000000,134870.000000,0.000000,134870.000000,135990.000000,1120.000000,1120.000000,HEURISTIC
6,1048,119402.000000,119402.000000,0.000000,119402.000000,120322.000000,920.000000,920.000000,HEURISTIC
7,1049,122696.000000,122696.000000,0.000000,122696.000000,123656.000000,960.000000,960.000000,HEURISTIC
8,1050,143145.000000,143145.000000,0.000000,143145.000000,144265.000000,1120.000000,1120.000000,HEURISTIC
9,1051,145029.000000,145029.000000,0.000000,145109.000000,146069.000000,960.000000,960.000000,HEURISTIC
10,1052,147504.000000,147504.000000,0.000000,147504.000000,148344.000000,840.000000,840.000000,HEURISTIC
11,1053,136394.000000,136394.000000,0.000000,136394.000000,137354.000000,960.000000,960.000000,HEURISTIC
12,1054,134031.000000,134031.000000,0.000000,134031.000000,134991.000000,960.000000,960.000000,HEURISTIC
13,1055,145541.000000,145541.000000,0.000000,145541.000000,146581.000000,1040.000000,1040.000000,HEURISTIC
14,1056,140677.000000,141277.000000,600.000000,140677.000000,142237.000000,1560.000000,960.000000,HEURISTIC
15,1057,130770.000000,130770.000000,0.000000,130770.000000,131890.000000,1120.000000,1120.000000,HEURISTIC
16,1058,137639.000000,137639.000000,0.000000,137639.000000,138519.000000,880.000000,880.000000,HEURISTIC
17,1059,141516.000000,141516.000000,0.000000,141516.000000,142476.000000,960.000000,960.000000,HEURISTIC
18,1060,133159.000000,133519.000000,360.000000,133239.000000,134639.000000,1400.000000,1040.000000,HEURISTIC
19,1061,143737.000000,143737.000000,0.000000,143737.000000,144617.000000,880.000000,880.000000,HEURISTIC
